MYCOBACTERIUM,NC_000962.3,100.000,1458,0,0,1,1458,852396,853853,0.0,2693
MYCOBACTERIUM,NZ_FWDU01000027.1,100.000,1458,0,0,1,1458,36643,35186,0.0,2693
MYCOBACTERIUM,NZ_FWEP01000094.1,100.000,1458,0,0,1,1458,11686,13143,0.0,2693
MYCOBACTERIUM,NZ_PDXP01000003.1,100.000,1458,0,0,1,1458,514461,515918,0.0,2693
MYCOBACTERIUM,NZ_PDXL01000002.1,100.000,1458,0,0,1,1458,515692,517149,0.0,2693
MYCOBACTERIUM,NZ_CP072761.1,100.000,1458,0,0,1,1458,852399,853856,0.0,2693
MYCOBACTERIUM,NZ_CP072764.1,100.000,1458,0,0,1,1458,852399,853856,0.0,2693
MYCOBACTERIUM,NZ_CP072765.1,100.000,1458,0,0,1,1458,852399,853856,0.0,2693
MYCOBACTERIUM,NZ_CP072762.1,100.000,1458,0,0,1,1458,852399,853856,0.0,2693
MYCOBACTERIUM,NZ_CP072763.1,100.000,1458,0,0,1,1458,852399,853856,0.0,2693
MYCOBACTERIUM,NZ_VRND01000035.1,100.000,1458,0,0,1,1458,36752,35295,0.0,2693
MYCOBACTERIUM,NZ_VRNE01000227.1,100.000,1458,0,0,1,1458,11415,12872,0.0,2693
MYCOBACTERIUM,NZ_KK326064.1,100.000,1458,0,0,1,1458,245215,246672,0.0,2693
MYCOBACTERIUM,NZ_CPZD01000001.1,100.000,1458,0,0,1,1458,541387,542844,0.0,2693
MYCOBACTERIUM,NZ_NWUE01000118.1,100.000,1458,0,0,1,1458,4945,6402,0.0,2693
MYCOBACTERIUM,NZ_NSHG01000036.1,100.000,1458,0,0,1,1458,36752,35295,0.0,2693
MYCOBACTERIUM,NZ_PKPR01000007.1,100.000,1458,0,0,1,1458,11868,13325,0.0,2693
MYCOBACTERIUM,NZ_PKPU01000008.1,100.000,1458,0,0,1,1458,13400,14857,0.0,2693
MYCOBACTERIUM,NZ_PKPW01000005.1,100.000,1458,0,0,1,1458,177311,178768,0.0,2693
MYCOBACTERIUM,NZ_PKPV01000007.1,100.000,1458,0,0,1,1458,12109,13566,0.0,2693
MYCOBACTERIUM,NZ_PKPQ01000004.1,100.000,1458,0,0,1,1458,228051,229508,0.0,2693
MYCOBACTERIUM,NZ_NVQJ01000035.1,100.000,1458,0,0,1,1458,36752,35295,0.0,2693
MYCOBACTERIUM,NZ_CGBK01000030.1,100.000,1458,0,0,1,1458,14983,16440,0.0,2693
MYCOBACTERIUM,NZ_CM001515.1,100.000,1458,0,0,1,1458,852399,853856,0.0,2693
